股票代码,股票名称,2025年累计分红,2025-11-28收盘价,股息率(%)
sz.002408,齐翔腾达,0.03,4.84,0.62
sz.002409,雅克科技,0.58,69.42,0.84
sz.002410,广联达,0.15,12.85,1.17
sz.002412,汉森制药,0.0,6.84,0.0
sz.002413,雷科防务,0.0,7.66,0.0
sz.002414,高德红外,0.0,12.27,0.0
sz.002415,海康威视,1.1,30.02,3.66
sz.002416,爱施德,0.5,11.76,4.25
sz.002418,康盛股份,0.0,4.76,0.0
sz.002419,天虹股份,0.06,5.52,1.09
sz.002420,毅昌科技,0.0,7.25,0.0
sz.002421,达实智能,0.005,2.98,0.17
sz.002422,科伦药业,0.629,34.42,1.83
sz.002423,中粮资本,0.158,11.56,1.37
sz.002424,贵州百灵,0.0,5.69,0.0
sz.002425,ST凯文,0.0,4.12,0.0
sz.002426,胜利精密,0.0,3.5,0.0
sz.002427,尤夫股份,0.0,6.47,0.0
sz.002428,云南锗业,0.03,26.07,0.12
sz.002429,兆驰股份,0.107,6.41,1.67
sz.002430,杭氧股份,0.4,26.69,1.5
sz.002431,棕榈股份,0.0,2.67,0.0
sz.002432,九安医疗,0.2,41.42,0.48
sz.002434,万里扬,0.1,8.73,1.15
sz.002436,兴森科技,0.03,21.52,0.14
sz.002437,誉衡药业,0.0,3.23,0.0
sz.002438,江苏神通,0.175,13.79,1.27
sz.002439,启明星辰,0.0,14.87,0.0
sz.002440,闰土股份,0.15,7.39,2.03
sz.002441,众业达,0.5,9.34,5.35
sz.002442,龙星科技,0.12,6.62,1.81
sz.002443,金洲管道,0.2,8.06,2.48
sz.002444,巨星科技,0.25,31.42,0.8
sz.002445,中南文化,0.0,2.56,0.0
sz.002446,盛路通信,0.0,8.51,0.0
sz.002448,中原内配,0.13,10.35,1.26
sz.002449,国星光电,0.05,8.81,0.57
sz.002451,摩恩电气,0.01,10.73,0.09
sz.002452,长高电新,0.08,7.93,1.01
sz.002453,华软科技,0.0,7.59,0.0
sz.002454,松芝股份,0.25,8.7,2.87
sz.002455,百川股份,0.06,8.1,0.74
sz.002456,欧菲光,0.0,11.28,0.0
sz.002457,青龙管业,0.16,11.13,1.44
sz.002458,益生股份,0.25,9.0,2.78
sz.002459,晶澳科技,0.0,12.07,0.0
sz.002460,赣锋锂业,0.15,62.55,0.24
sz.002461,珠江啤酒,0.17,9.37,1.81
sz.002462,嘉事堂,0.17,15.29,1.11
sz.002463,沪电股份,0.5,69.45,0.72
sz.002465,海格通信,0.06,12.01,0.5
sz.002466,天齐锂业,0.0,55.03,0.0
sz.002467,二六三,0.01,6.42,0.16
sz.002468,申通快递,0.067,14.37,0.47
sz.002469,三维化学,0.4,8.27,4.84
sz.002470,金正大,0.0,1.91,0.0
sz.002471,中超控股,0.0,4.17,0.0
sz.002472,双环传动,0.406,39.88,1.02
sz.002474,榕基软件,0.0,11.0,0.0
sz.002475,立讯精密,0.1999,57.78,0.35
sz.002476,宝莫股份,0.01,6.31,0.16
sz.002478,常宝股份,0.22,7.81,2.82
sz.002479,富春环保,0.15,4.97,3.02
sz.002480,新筑股份,0.0,6.31,0.0
sz.002481,双塔食品,0.0301,5.67,0.53
sz.002482,广田集团,0.0,1.86,0.0
sz.002483,润邦股份,0.3,6.55,4.58
sz.002484,江海股份,0.26,27.2,0.96
sz.002485,ST雪发,0.0,4.8,0.0
sz.002486,嘉麟杰,0.0,3.22,0.0
sz.002487,大金重工,0.166,50.48,0.33
sz.002488,金固股份,0.01,8.9,0.11
sz.002489,浙江永强,0.04,3.93,1.02
sz.002490,山东墨龙,0.0,7.39,0.0
sz.002491,通鼎互联,0.0,5.62,0.0
sz.002492,恒基达鑫,0.02,8.02,0.25
sz.002493,荣盛石化,0.1,9.72,1.03
sz.002494,华斯股份,0.0,5.63,0.0
sz.002495,佳隆股份,0.008,3.07,0.26
sz.002496,*ST辉丰,0.0,1.78,0.0
sz.002497,雅化集团,0.04,22.59,0.18
sz.002498,汉缆股份,0.04,3.55,1.13
sz.002500,山西证券,0.1,6.01,1.66
sz.002501,利源股份,0.0,2.25,0.0
sz.002506,协鑫集成,0.0,2.58,0.0
sz.002507,涪陵榨菜,0.42,13.04,3.22
sz.002508,老板电器,1.0,20.49,4.88
sz.002510,天汽模,0.03,6.94,0.43
sz.002511,中顺洁柔,0.063,8.18,0.77
sz.002512,达华智能,0.0,5.84,0.0
sz.002513,蓝丰生化,0.0,7.71,0.0
sz.002514,宝馨科技,0.0,6.6,0.0
sz.002515,金字火腿,0.03,6.17,0.49
sz.002516,旷达科技,0.08,6.12,1.31
sz.002517,恺英网络,0.1,22.32,0.45
sz.002518,科士达,0.23,44.97,0.51
sz.002519,银河电子,0.0,5.14,0.0
sz.002520,日发精机,0.0,5.91,0.0
sz.002521,齐峰新材,0.4,8.93,4.48
sz.002522,浙江众成,0.025,5.04,0.5
sz.002523,天桥起重,0.015,4.04,0.37
sz.002524,光正眼科,0.0,4.66,0.0
sz.002526,山东矿机,0.01,3.67,0.27
sz.002527,新时达,0.0,16.04,0.0
sz.002528,ST英飞拓,0.0,3.09,0.0
sz.002529,*ST海源,0.0,7.36,0.0
sz.002530,金财互联,0.0,10.1,0.0
sz.002531,天顺风能,0.02,7.06,0.28
sz.002532,天山铝业,0.4,12.77,3.13
sz.002533,金杯电工,0.25,11.76,2.13
sz.002534,西子洁能,0.2,14.96,1.34
sz.002535,林州重机,0.0,3.95,0.0
sz.002536,飞龙股份,0.3,21.72,1.38
sz.002537,海联金汇,0.0,8.15,0.0
sz.002538,司尔特,0.12,6.55,1.83
sz.002539,云图控股,0.1,11.04,0.91
sz.002540,亚太科技,0.3,6.56,4.57
sz.002541,鸿路钢构,0.36,16.57,2.17
sz.002542,中化岩土,0.0,3.59,0.0
sz.002543,万和电气,0.26,10.87,2.39
sz.002544,普天科技,0.0083,28.05,0.03
sz.002545,东方铁塔,0.3,17.6,1.7
sz.002546,新联电子,0.12,6.88,1.74
sz.002547,春兴精工,0.0,4.9,0.0
sz.002548,金新农,0.0,5.45,0.0
sz.002549,凯美特气,0.0,22.27,0.0
sz.002550,千红制药,0.12,8.43,1.42
sz.002551,尚荣医疗,0.008,3.92,0.2
sz.002552,宝鼎科技,0.2,16.84,1.19
sz.002553,南方精工,0.1,26.0,0.38
sz.002554,惠博普,0.0,3.66,0.0
sz.002555,三七互娱,1.0,20.58,4.86
sz.002556,辉隆股份,0.2,5.81,3.44
sz.002557,洽洽食品,1.0,21.65,4.62
sz.002558,巨人网络,0.29,41.14,0.7
sz.002559,亚威股份,0.075,10.33,0.73
sz.002560,通达股份,0.0,8.38,0.0
sz.002561,徐家汇,0.06,8.97,0.67
sz.002562,兄弟科技,0.0,6.64,0.0
sz.002563,森马服饰,0.5,6.07,8.24
sz.002564,天沃科技,0.0,9.15,0.0
sz.002565,顺灏股份,0.04,8.03,0.5
sz.002566,益盛药业,0.1,8.22,1.22
sz.002567,唐人神,0.0,4.67,0.0
sz.002568,百润股份,0.3,23.51,1.28
sz.002569,*ST步森,0.0,11.28,0.0
sz.002570,贝因美,0.0,6.22,0.0
sz.002571,德力股份,0.0,8.79,0.0
sz.002572,索菲亚,1.0,13.97,7.16
sz.002573,清新环境,0.0,3.87,0.0
sz.002574,明牌珠宝,0.0,6.2,0.0
sz.002575,群兴玩具,0.0,6.66,0.0
sz.002576,通达动力,0.08,17.1,0.47
sz.002577,雷柏科技,0.0,18.61,0.0
sz.002578,闽发铝业,0.0,4.04,0.0
sz.002579,中京电子,0.0,11.25,0.0
sz.002580,圣阳股份,0.04,12.75,0.31
sz.002581,ST未名,0.0,7.88,0.0
sz.002582,好想你,1.0,10.58,9.45
sz.002583,海能达,0.0,11.84,0.0
sz.002584,西陇科学,0.0,8.96,0.0
sz.002585,双星新材,0.03,5.69,0.53
sz.002586,*ST围海,0.0,4.1,0.0
sz.002587,奥拓电子,0.02,6.69,0.3
sz.002588,史丹利,0.305,9.45,3.23
sz.002589,瑞康医药,0.004,3.12,0.13
sz.002590,万安科技,0.06,13.25,0.45
sz.002591,恒大高新,0.0,7.29,0.0
sz.002592,ST八菱,0.2,7.32,2.73
sz.002593,日上集团,0.05,6.0,0.83
sz.002594,比亚迪,3.974,95.17,4.18
sz.002595,豪迈科技,0.4,68.85,0.58
sz.002596,海南瑞泽,0.0,6.34,0.0
sz.002597,金禾实业,0.83,20.34,4.08
sz.002598,山东章鼓,0.1,11.35,0.88
sz.002599,盛通股份,0.02,8.29,0.24
sz.002600,领益智造,0.04,13.9,0.29
sz.002601,龙佰集团,0.5,18.36,2.72
sz.002602,世纪华通,0.0,17.99,0.0
sz.002603,以岭药业,0.3,18.67,1.61
sz.002605,姚记科技,0.5,23.56,2.12
sz.002606,大连电瓷,0.031,8.92,0.35
sz.002607,中公教育,0.0,2.66,0.0
sz.002608,江苏国信,0.1,7.77,1.29
sz.002609,捷顺科技,0.07,9.57,0.73
sz.002611,东方精工,0.13,18.4,0.71
sz.002612,朗姿股份,0.4,20.42,1.96
sz.002613,北玻股份,0.03,3.86,0.78
sz.002614,奥佳华,0.1,7.43,1.35
sz.002615,哈尔斯,0.25,8.15,3.07
sz.002616,长青集团,0.15,5.99,2.5
sz.002617,露笑科技,0.0,7.92,0.0
sz.002620,ST瑞和,0.0,6.08,0.0
sz.002622,皓宸医疗,0.0,3.37,0.0
sz.002623,亚玛顿,0.5,18.89,2.65
sz.002624,完美世界,0.23,14.17,1.62
sz.002625,光启技术,0.0,45.16,0.0
sz.002626,金达威,0.4,18.91,2.12
sz.002627,三峡旅游,0.1,6.52,1.53
sz.002628,成都路桥,0.0,4.39,0.0
sz.002629,仁智股份,0.0,8.1,0.0
sz.002630,ST华西,0.0,2.84,0.0
sz.002631,德尔未来,0.0,5.24,0.0
sz.002632,道明光学,0.26,12.44,2.09
sz.002633,申科股份,0.0,17.51,0.0
sz.002634,棒杰股份,0.0,6.2,0.0
sz.002635,安洁科技,0.2,13.73,1.46
sz.002636,金安国纪,0.085,15.67,0.54
sz.002637,赞宇科技,0.12,10.73,1.12
sz.002638,勤上股份,0.0,3.33,0.0
sz.002639,雪人集团,0.0,13.64,0.0
sz.002640,跨境通,0.0,4.65,0.0
sz.002641,公元股份,0.05,4.28,1.17
sz.002642,荣联科技,0.0,9.19,0.0
sz.002643,万润股份,0.1,14.2,0.7
sz.002644,佛慈制药,0.012,8.89,0.13
sz.002645,华宏科技,0.0,14.66,0.0
sz.002646,天佑德酒,0.011,9.48,0.12
sz.002647,*ST仁东,0.0,6.77,0.0
sz.002648,卫星化学,0.5,16.86,2.97
sz.002649,博彦科技,0.171,13.78,1.24
sz.002650,ST加加,0.0,7.24,0.0
sz.002651,利君股份,0.06,10.78,0.56
sz.002652,扬子新材,0.0,3.87,0.0
sz.002653,海思科,0.135,59.82,0.23
sz.002654,万润科技,0.0,13.78,0.0
sz.002655,共达电声,0.03,12.33,0.24
sz.002656,*ST摩登,0.0,2.69,0.0
sz.002657,中科金财,0.0,27.26,0.0
sz.002658,雪迪龙,0.25,8.37,2.99
sz.002659,凯文教育,0.0,6.36,0.0
sz.002660,茂硕电源,0.1,9.61,1.04
sz.002661,克明食品,0.3,9.6,3.12
sz.002662,峰璟股份,0.072,3.89,1.85
sz.002663,普邦股份,0.0,2.23,0.0
sz.002664,信质集团,0.0,22.85,0.0
sz.002666,德联集团,0.091,5.28,1.72
sz.002667,威领股份,0.0,16.9,0.0
sz.002668,TCL智家,0.0,10.71,0.0
sz.002669,康达新材,0.0,13.25,0.0
sz.002670,国盛证券,0.0,18.02,0.0
sz.002671,龙泉股份,0.0,5.25,0.0
sz.002672,东江环保,0.0,5.21,0.0
sz.002673,西部证券,0.08,8.02,1.0
sz.002674,兴业科技,0.15,13.31,1.13
sz.002675,东诚药业,0.03,15.25,0.2
sz.002676,顺威股份,0.01,7.96,0.13
sz.002677,浙江美大,0.3,8.42,3.56
sz.002678,珠江钢琴,0.0,5.22,0.0
sz.002679,福建金森,0.0366,13.34,0.27
sz.002681,奋达科技,0.0,7.25,0.0
sz.002682,龙洲股份,0.0,5.57,0.0
sz.002683,广东宏大,0.65,40.9,1.59
sz.002685,华东重机,0.0,8.19,0.0
sz.002686,亿利达,0.01,6.57,0.15
sz.002687,乔治白,0.0,5.04,0.0
sz.002688,金河生物,0.1,6.17,1.62
sz.002689,ST远智,0.0,4.56,0.0
sz.002690,美亚光电,0.7,19.86,3.52
sz.002691,冀凯股份,0.0,8.76,0.0
sz.002692,远程股份,0.02,5.16,0.39
sz.002693,*ST双成,0.0,7.28,0.0
sz.002694,顾地科技,0.0,4.54,0.0
sz.002695,煌上煌,0.11,12.16,0.9
sz.002696,百洋股份,0.0,6.99,0.0
sz.002697,红旗连锁,0.115,5.95,1.93
sz.002698,博实股份,0.25,15.35,1.63
sz.002700,万憬能源,0.066,7.2,0.92
sz.002701,奥瑞金,0.12,5.71,2.1
sz.002702,海欣食品,0.0,7.24,0.0
sz.002703,浙江世宝,0.06,12.17,0.49
sz.002705,新宝股份,0.6,14.84,4.04
sz.002706,良信股份,0.22,9.96,2.21
sz.002707,众信旅游,0.0,7.02,0.0
sz.002708,光洋股份,0.0,12.35,0.0
sz.002709,天赐材料,0.1,41.25,0.24
sz.002712,思美传媒,0.0,6.21,0.0
sz.002713,*ST东易,0.0,12.99,0.0
sz.002714,牧原股份,1.5018,50.75,2.96
sz.002715,登云股份,0.032,19.84,0.16
sz.002716,湖南白银,0.0,6.27,0.0
sz.002717,ST岭南,0.0,1.84,0.0
sz.002718,友邦吊顶,0.0,30.69,0.0
sz.002719,麦趣尔,0.0,9.69,0.0
sz.002721,金一文化,0.0,3.38,0.0
sz.002722,物产金轮,0.23,15.83,1.45
sz.002723,小崧股份,0.0,7.76,0.0
sz.002724,海洋王,0.05,7.06,0.71
sz.002725,跃岭股份,0.0,14.88,0.0
sz.002726,龙大美食,0.0,4.66,0.0
sz.002727,一心堂,0.5,12.99,3.85
sz.002728,特一药业,0.05,14.01,0.36
sz.002729,好利科技,0.028,16.54,0.17
sz.002730,电光科技,0.13,15.02,0.87
sz.002731,萃华珠宝,0.09,14.2,0.63
sz.002732,燕塘乳业,0.15,20.03,0.75
sz.002733,雄韬股份,0.1,20.66,0.48
sz.002734,利民股份,0.25,16.95,1.47
sz.002735,王子新材,0.013,14.66,0.09
sz.002736,国信证券,0.35,12.96,2.7
sz.002737,葵花药业,0.5,14.72,3.4
sz.002738,中矿资源,0.5,66.85,0.75
sz.002739,万达电影,0.0,11.45,0.0
sz.002741,光华科技,0.0,23.02,0.0
sz.002742,*ST三圣,0.0,4.87,0.0
sz.002743,富煌钢构,0.0,5.55,0.0
sz.002745,木林森,0.05,9.69,0.52
sz.002746,仙坛股份,0.25,6.19,4.04
sz.002747,埃斯顿,0.0,21.93,0.0
sz.002748,世龙实业,0.05,12.22,0.41
sz.002749,国光股份,1.0,14.03,7.13
sz.002752,昇兴股份,0.1,6.91,1.45
sz.002753,永东股份,0.15,8.05,1.86
sz.002755,奥赛康,0.12,17.63,0.68
sz.002756,永兴材料,0.8,48.2,1.66
sz.002757,南兴股份,0.35,17.06,2.05
sz.002758,浙农股份,0.3,9.81,3.06
sz.002759,天际股份,0.0,45.03,0.0
sz.002760,凤形股份,0.0,22.51,0.0
sz.002761,浙江建投,0.05,8.91,0.56
sz.002762,*ST金比,0.05,7.68,0.65
sz.002763,汇洁股份,0.45,7.5,6.0
sz.002765,蓝黛科技,0.0,12.14,0.0
sz.002766,索菱股份,0.0,5.24,0.0
sz.002767,先锋电子,0.044,20.29,0.22
sz.002768,国恩股份,0.28,51.11,0.55
sz.002769,普路通,0.0,11.15,0.0
sz.002771,真视通,0.0102,17.4,0.06
sz.002772,众兴菌业,0.3,12.61,2.38
sz.002773,康弘药业,0.6,31.5,1.9
sz.002774,快意电梯,0.36,10.04,3.59
sz.002775,文科股份,0.0,4.44,0.0
sz.002777,久远银海,0.15,19.4,0.77
sz.002778,中晟高科,0.0,21.9,0.0
sz.002779,中坚科技,0.11,113.48,0.1
sz.002780,三夫户外,0.0,15.53,0.0
sz.002782,可立克,0.15,18.18,0.83
sz.002783,凯龙股份,0.1,9.09,1.1
sz.002785,万里石,0.0,38.17,0.0
sz.002786,银宝山新,0.0,9.12,0.0
sz.002787,华源控股,0.1,10.71,0.93
sz.002788,鹭燕医药,0.35,9.68,3.62
sz.002789,*ST建艺,0.0,10.59,0.0
sz.002790,瑞尔特,0.2,8.93,2.24
sz.002791,坚朗五金,0.2,23.38,0.86
sz.002792,通宇通讯,0.025,23.78,0.11
sz.002793,罗欣药业,0.0,5.41,0.0
sz.002795,永和智控,0.0,6.94,0.0
sz.002796,世嘉科技,0.0,19.91,0.0
sz.002797,第一创业,0.074,6.88,1.08
sz.002798,帝欧水华,0.0,6.31,0.0
sz.002799,环球印务,0.0,9.18,0.0
sz.002800,天顺股份,0.03,15.57,0.19
sz.002801,微光股份,0.5,32.61,1.53
sz.002802,洪汇新材,0.1,13.12,0.76
sz.002803,吉宏股份,0.338,16.16,2.09
sz.002805,丰元股份,0.0,20.34,0.0
sz.002806,华锋股份,0.0,13.22,0.0
sz.002807,江阴银行,0.3,4.82,6.22
sz.002808,*ST恒久,0.0,5.59,0.0
sz.002809,红墙股份,0.3,11.4,2.63
sz.002810,山东赫达,0.1,13.0,0.77
sz.002811,郑中设计,0.45,16.18,2.78
sz.002812,恩捷股份,0.0,55.35,0.0
sz.002813,路畅科技,0.0,29.45,0.0
sz.002815,崇达技术,0.12,13.07,0.92
sz.002816,*ST和科,0.0,21.1,0.0
sz.002817,黄山胶囊,0.038,8.08,0.47
sz.002818,富森美,1.04,10.98,9.47
sz.002819,东方中科,0.03,27.25,0.11
sz.002820,桂发祥,0.15,13.26,1.13
sz.002821,凯莱英,1.1,92.75,1.19
sz.002822,*ST中装,0.0,4.31,0.0
sz.002823,凯中精密,0.3359,15.66,2.14
sz.002824,和胜股份,0.17,18.38,0.92
sz.002825,纳尔股份,0.12,11.67,1.03
sz.002826,易明医药,0.1,18.98,0.53
sz.002827,高争民爆,0.22,35.47,0.62
sz.002828,贝肯能源,0.05,12.21,0.41
sz.002829,星网宇达,0.0,28.08,0.0
sz.002830,名雕股份,0.25,18.9,1.32
sz.002831,裕同科技,1.0341,30.63,3.38
sz.002832,比音勒芬,0.5,15.66,3.19
sz.002833,弘亚数控,0.7,16.22,4.32
sz.002835,同为股份,0.32,16.91,1.89
sz.002836,新宏泽,0.25,13.75,1.82
sz.002837,英维克,0.2,71.81,0.28
sz.002838,道恩股份,0.095,21.64,0.44
sz.002839,张家港行,0.3,4.54,6.61
sz.002840,华统股份,0.0,9.89,0.0
sz.002841,视源股份,0.68,38.38,1.77
sz.002842,翔鹭钨业,0.0,11.26,0.0
sz.002843,泰嘉股份,0.1,19.01,0.53
sz.002845,同兴达,0.0404,14.64,0.28
sz.002846,英联股份,0.0,16.91,0.0
sz.002847,盐津铺子,1.4,71.39,1.96
sz.002848,*ST高斯,0.0,8.0,0.0
sz.002849,威星智能,0.04,14.19,0.28
sz.002850,科达利,2.0,155.0,1.29
sz.002851,麦格米特,0.05,71.36,0.07
sz.002852,道道全,0.304,10.67,2.85
sz.002853,皮阿诺,0.0,14.75,0.0
sz.002855,捷荣技术,0.0,18.56,0.0
sz.002856,美芝股份,0.0,12.82,0.0
sz.002857,三晖电气,0.015,20.09,0.07
sz.002858,力盛体育,0.0,14.56,0.0
sz.002859,洁美科技,0.22,29.28,0.75
sz.002860,星帅尔,0.1,15.24,0.66
sz.002861,瀛通通讯,0.1,19.76,0.51
sz.002862,实丰文化,0.03,22.82,0.13
sz.002863,今飞凯达,0.017,5.61,0.3
sz.002864,盘龙药业,0.4,34.64,1.15
sz.002865,钧达股份,0.0,39.66,0.0
sz.002866,传艺科技,0.0,20.62,0.0
sz.002867,周大生,0.9,12.97,6.94
sz.002868,*ST绿康,0.0,40.74,0.0
sz.002869,金溢科技,0.2,24.52,0.82
sz.002870,香山股份,0.1,35.43,0.28
sz.002871,伟隆股份,0.4,15.24,2.62
sz.002872,ST天圣,0.0,5.27,0.0
sz.002873,新天药业,0.06,10.72,0.56
sz.002875,安奈儿,0.0,16.84,0.0
sz.002876,三利谱,0.15,24.57,0.61
sz.002877,智能自控,0.02,9.3,0.22
sz.002878,元隆雅图,0.0,20.21,0.0
sz.002879,长缆科技,0.2,16.12,1.24
sz.002880,卫光生物,0.2,26.46,0.76
sz.002881,美格智能,0.13,41.7,0.31
sz.002882,金龙羽,0.3,30.74,0.98
sz.002883,中设股份,0.02,11.85,0.17
sz.002884,凌霄泵业,1.0,17.42,5.74
sz.002885,京泉华,0.022,26.35,0.08
sz.002886,沃特股份,0.042,19.63,0.21
sz.002887,绿茵生态,0.25,9.86,2.54
sz.002888,惠威科技,0.204,20.81,0.98
sz.002889,东方嘉盛,0.075,15.69,0.48
sz.002890,弘宇股份,0.026,15.26,0.17
sz.002891,中宠股份,0.35,56.37,0.62
sz.002892,科力尔,0.05,12.84,0.39
sz.002893,京能热力,0.102,12.97,0.79
sz.002895,川恒股份,1.5,35.44,4.23
sz.002896,中大力德,0.26,84.45,0.31
sz.002897,意华股份,0.1,46.01,0.22
sz.002898,*ST赛隆,0.0,13.75,0.0
sz.002899,英派斯,0.075,24.02,0.31
sz.002900,哈三联,0.2,14.2,1.41
sz.002901,大博医疗,0.5,48.17,1.04
sz.002902,铭普光磁,0.0,21.99,0.0
sz.002903,宇环数控,0.08,24.46,0.33
sz.002905,金逸影视,0.0,11.87,0.0
sz.002906,华阳集团,0.48,30.55,1.57
sz.002907,华森制药,0.085,16.2,0.52
sz.002908,德生科技,0.05,10.08,0.5
sz.002909,集泰股份,0.1,6.93,1.44
sz.002910,庄园牧场,0.0,11.22,0.0
sz.002911,佛燃能源,0.23,12.2,1.89
sz.002912,中新赛克,0.2,30.39,0.66
sz.002913,奥士康,0.6026,34.09,1.77
sz.002915,中欣氟材,0.0,22.9,0.0
sz.002916,深南电路,1.5,195.55,0.77
sz.002917,金奥博,0.1,13.41,0.75
sz.002918,蒙娜丽莎,0.2,14.18,1.41
sz.002919,名臣健康,0.05,23.29,0.21
sz.002920,德赛西威,1.2,109.99,1.09
sz.002921,联诚精密,0.0,15.84,0.0
sz.002922,伊戈尔,0.3,29.88,1.0
sz.002923,润都股份,0.15,14.09,1.06
sz.002925,盈趣科技,0.3,18.18,1.65
sz.002926,华西证券,0.085,9.67,0.88
sz.002927,泰永长征,0.05,17.85,0.28
sz.002928,华夏航空,0.0,10.11,0.0
sz.002929,润建股份,0.13,41.43,0.31
sz.002930,宏川智慧,0.2,11.6,1.72
sz.002931,锋龙股份,0.05,21.76,0.23
sz.002932,明德生物,1.2,18.95,6.33
sz.002933,新兴装备,0.02,33.18,0.06
sz.002935,天奥电子,0.05,18.14,0.28
sz.002936,郑州银行,0.02,2.0,1.0
sz.002937,兴瑞科技,0.4,19.78,2.02
sz.002938,鹏鼎控股,1.0,45.13,2.22
sz.002939,长城证券,0.092,10.1,0.91
sz.002940,昂利康,0.225,37.65,0.6
sz.002941,新疆交建,0.15,16.61,0.9
sz.002942,新农股份,0.3,19.84,1.51
sz.002943,宇晶股份,0.0,33.45,0.0
sz.002945,华林证券,0.04,14.85,0.27
sz.002946,新乳业,0.25,17.36,1.44
sz.002947,恒铭达,0.6,44.61,1.34
sz.002948,青岛银行,0.16,4.84,3.31
sz.002949,华阳国际,0.35,14.26,2.45
sz.002950,奥美医疗,0.06,11.57,0.52
sz.002951,金时科技,0.5,13.72,3.64
sz.002952,亚世光电,0.05,23.13,0.22
sz.002953,日丰股份,0.1,11.82,0.85
sz.002955,鸿合科技,0.0,27.84,0.0
sz.002956,西麦食品,0.4176,25.81,1.62
sz.002957,科瑞技术,0.17,19.8,0.86
sz.002958,青农商行,0.12,3.14,3.82
sz.002959,小熊电器,1.0,44.15,2.27
sz.002960,青鸟消防,0.2,11.55,1.73
sz.002961,瑞达期货,0.38,22.29,1.7
sz.002962,五方光电,0.2,14.96,1.34
sz.002963,豪尔赛,0.2,15.33,1.3
sz.002965,祥鑫科技,0.535,36.82,1.45
sz.002966,苏州银行,0.41,8.2,5.0
sz.002967,广电计量,0.3,20.55,1.46
sz.002968,新大正,0.185,12.12,1.53
sz.002969,嘉美包装,0.03,3.86,0.78
sz.002970,锐明技术,1.1,49.08,2.24
sz.002971,和远气体,0.1,33.21,0.3
sz.002972,科安达,0.3,12.38,2.42
sz.002973,侨银股份,0.1,14.13,0.71
sz.002975,博杰股份,0.127,79.75,0.16
sz.002976,瑞玛精密,0.0,28.44,0.0
sz.002977,天箭科技,0.18,37.93,0.47
sz.002978,安宁股份,0.5,31.35,1.59
sz.002979,雷赛智能,0.32,39.68,0.81
sz.002980,华盛昌,0.73,22.42,3.26
sz.002981,朝阳科技,0.26,29.61,0.88
sz.002982,湘佳股份,0.1,14.63,0.68
sz.002983,芯瑞达,0.25,21.68,1.15
sz.002984,森麒麟,0.59,19.99,2.95
sz.002985,北摩高科,0.023,28.03,0.08
sz.002986,宇新股份,0.3036,10.93,2.78
sz.002987,京北方,0.25,19.23,1.3
sz.002988,豪美新材,0.16,38.72,0.41
sz.002989,中天精装,0.0,25.91,0.0
sz.002990,盛视科技,0.21,30.03,0.7
sz.002991,甘源食品,2.364,60.06,3.94
sz.002992,宝明科技,0.0,49.27,0.0
sz.002993,奥海科技,0.9,42.9,2.1
sz.002995,天地在线,0.0,18.38,0.0
sz.002996,顺博合金,0.05,7.65,0.65
sz.002997,瑞鹄模具,0.45,35.48,1.27
sz.002998,优彩资源,0.52,7.95,6.54
sz.002999,天禾股份,0.124,7.14,1.74
sz.003000,劲仔食品,0.4,11.66,3.43
sz.003001,中岩大地,0.5631,21.4,2.63
sz.003002,壶化股份,0.15,26.49,0.57
sz.003003,天元股份,0.2,13.13,1.52
sz.003004,*ST声迅,0.0,21.7,0.0
sz.003005,竞业达,0.32,21.93,1.46
sz.003006,百亚股份,0.55,21.22,2.59
sz.003007,直真科技,0.0649,36.25,0.18
sz.003008,开普检测,1.0,22.98,4.35
sz.003009,中天火箭,0.057,60.91,0.09
sz.003010,若羽臣,0.8,36.67,2.18
sz.003011,海象新材,0.6,23.31,2.57
sz.003012,东鹏控股,0.25,7.02,3.56
sz.003013,地铁设计,0.48,15.13,3.17
sz.003015,日久光电,0.2,15.97,1.25
sz.003016,欣贺股份,0.0,9.25,0.0
sz.003017,大洋生物,0.6,30.16,1.99
sz.003018,金富科技,0.3,20.52,1.46
sz.003019,宸展光电,0.5,32.44,1.54
sz.003020,立方制药,0.5,27.92,1.79
sz.003021,兆威机电,0.285,104.96,0.27
sz.003022,联泓新科,0.06,19.35,0.31
sz.003023,彩虹集团,0.4,23.41,1.71
sz.003025,思进智能,0.22,14.37,1.53
sz.003026,中晶科技,0.15,30.46,0.49
sz.003027,同兴科技,0.3,21.63,1.39
sz.003028,振邦智能,0.6,30.55,1.96
sz.003029,吉大正元,0.0,26.22,0.0
sz.003030,祖名股份,0.15,22.39,0.67
sz.003031,中瓷电子,0.42,52.74,0.8
sz.003032,*ST传智,0.0,6.71,0.0
sz.003033,征和工业,0.5,66.66,0.75
sz.003035,南网能源,0.0,4.83,0.0
sz.003036,泰坦股份,0.124,17.0,0.73
sz.003037,三和管桩,0.05,7.77,0.64
sz.003038,鑫铂股份,0.0,15.94,0.0
sz.003039,顺控发展,0.21,13.86,1.52
sz.003040,楚天龙,0.03,19.12,0.16
sz.003041,真爱美家,0.8,53.8,1.49
sz.003042,中农联合,0.0,17.86,0.0
sz.003043,华亚智能,0.3,46.99,0.64
sz.003816,中国广核,0.095,3.77,2.52
sz.300001,特锐德,0.15,26.63,0.56
sz.300002,神州泰岳,0.1,11.38,0.88
sz.300003,乐普医疗,0.2978,15.94,1.87
